userId,password,userName,email,zonalCode,branchCode,thanaCode,userRole
59,UVh4P7mW,Branch User 59,branch59@instance.com,8,59,,branch
60,aWNWcG3u,Branch User 60,branch60@instance.com,8,60,,branch
61,jyfCE7AB,Branch User 61,branch61@instance.com,8,61,,branch
62,t6fHw7Mc,Branch User 62,branch62@instance.com,8,62,,branch
63,4bRhUcTh,Branch User 63,branch63@instance.com,8,63,,branch
64,6Da2kZCp,Branch User 64,branch64@instance.com,8,64,,branch
65,aRcSFVBq,Branch User 65,branch65@instance.com,9,65,,branch
66,CWvEbR5b,Branch User 66,branch66@instance.com,9,66,,branch
67,9QjG6Kyg,Branch User 67,branch67@instance.com,9,67,,branch
68,MmgW8Vgu,Branch User 68,branch68@instance.com,9,68,,branch
69,UD9JVTuK,Branch User 69,branch69@instance.com,9,69,,branch
70,kyk4eTw3,Branch User 70,branch70@instance.com,9,70,,branch
71,JXQkQ2HY,Branch User 71,branch71@instance.com,9,71,,branch
72,v3fN5fWe,Branch User 72,branch72@instance.com,10,72,,branch
73,g5pDesfX,Branch User 73,branch73@instance.com,10,73,,branch
74,XYbezz2j,Branch User 74,branch74@instance.com,10,74,,branch
75,Q5HUgn86,Branch User 75,branch75@instance.com,10,75,,branch
76,hyTjDn2B,Branch User 76,branch76@instance.com,10,76,,branch
77,eZysAHDZ,Branch User 77,branch77@instance.com,10,77,,branch
78,RFShMdCu,Branch User 78,branch78@instance.com,10,78,,branch
79,4paxCCYc,Branch User 79,branch79@instance.com,11,79,,branch
80,QFxqSksB,Branch User 80,branch80@instance.com,11,80,,branch
81,zYunk6jM,Branch User 81,branch81@instance.com,11,81,,branch
83,X9RAvGMv,Branch User 83,branch83@instance.com,11,83,,branch
84,UnfdF5cJ,Branch User 84,branch84@instance.com,11,84,,branch
86,JdfartPC,Branch User 86,branch86@instance.com,11,86,,branch
87,eRuPTHEm,Branch User 87,branch87@instance.com,11,87,,branch
88,BqqaVQXd,Branch User 88,branch88@instance.com,12,88,,branch
89,s2HnNWdU,Branch User 89,branch89@instance.com,12,89,,branch
90,jQKzCUXw,Branch User 90,branch90@instance.com,12,90,,branch
91,TzjW5YGM,Branch User 91,branch91@instance.com,12,91,,branch
92,xCnhPFFy,Branch User 92,branch92@instance.com,12,92,,branch
93,XvXWCHUy,Branch User 93,branch93@instance.com,12,93,,branch
94,8wWj5eXC,Branch User 94,branch94@instance.com,12,94,,branch
95,9ATihHUv,Branch User 95,branch95@instance.com,13,95,,branch
96,dYbgGfEF,Branch User 96,branch96@instance.com,13,96,,branch
97,43C6pVwa,Branch User 97,branch97@instance.com,13,97,,branch
98,GyFrZXhW,Branch User 98,branch98@instance.com,13,98,,branch
99,B9CAQ4AB,Branch User 99,branch99@instance.com,13,99,,branch
100,PShdtZTc,Branch User 100,branch100@instance.com,13,100,,branch
101,xmYvCRCJ,Branch User 101,branch101@instance.com,13,101,,branch
102,nG2CU2mY,Branch User 102,branch102@instance.com,14,102,,branch
103,mSJQSKm9,Branch User 103,branch103@instance.com,14,103,,branch
104,QZxzu8zU,Branch User 104,branch104@instance.com,14,104,,branch
105,kHGZkUBe,Branch User 105,branch105@instance.com,14,105,,branch
106,aWFWhWm5,Branch User 106,branch106@instance.com,14,106,,branch
107,smFn2Z3n,Branch User 107,branch107@instance.com,14,107,,branch
108,vqQ99f8y,Branch User 108,branch108@instance.com,14,108,,branch
109,hQGDwBef,Branch User 109,branch109@instance.com,15,109,,branch
110,rhcY5tae,Branch User 110,branch110@instance.com,15,110,,branch
111,6zyrMHGt,Branch User 111,branch111@instance.com,15,111,,branch
112,nFX84FUV,Branch User 112,branch112@instance.com,15,112,,branch
113,jrY4HFkU,Branch User 113,branch113@instance.com,15,113,,branch
114,UFrmwePj,Branch User 114,branch114@instance.com,15,114,,branch
115,4RWHATQH,Branch User 115,branch115@instance.com,15,115,,branch
116,2k73xru5,Branch User 116,branch116@instance.com,16,116,,branch
117,wYXDaCgQ,Branch User 117,branch117@instance.com,16,117,,branch
118,Y3YwRz53,Branch User 118,branch118@instance.com,16,118,,branch
119,tmXPakfx,Branch User 119,branch119@instance.com,16,119,,branch
120,EHr4H8GP,Branch User 120,branch120@instance.com,16,120,,branch
121,DDB2sDzY,Branch User 121,branch121@instance.com,16,121,,branch
122,fJ9wW5H9,Branch User 122,branch122@instance.com,16,122,,branch
124,EdnvQS4h,Branch User 124,branch124@instance.com,17,124,,branch
125,HuAikcKM,Branch User 125,branch125@instance.com,17,125,,branch
126,ZgZwv3sk,Branch User 126,branch126@instance.com,17,126,,branch
127,tjFUxreR,Branch User 127,branch127@instance.com,17,127,,branch
128,y2yvv5Qc,Branch User 128,branch128@instance.com,17,128,,branch
129,C84V9VDZ,Branch User 129,branch129@instance.com,17,129,,branch
130,6QnJzziv,Branch User 130,branch130@instance.com,17,130,,branch
132,cbfRs3yb,Branch User 132,branch132@instance.com,18,132,,branch
134,nJ6bbE7X,Branch User 134,branch134@instance.com,18,134,,branch
135,UcvzNdiq,Branch User 135,branch135@instance.com,18,135,,branch
136,ArjMYUBA,Branch User 136,branch136@instance.com,18,136,,branch
137,sGS5CfRS,Branch User 137,branch137@instance.com,18,137,,branch
139,sWjFjJV9,Branch User 139,branch139@instance.com,18,139,,branch
141,5WYkEx8R,Branch User 141,branch141@instance.com,18,141,,branch
142,muJEHENg,Branch User 142,branch142@instance.com,19,142,,branch
143,5gm5gWdB,Branch User 143,branch143@instance.com,19,143,,branch
144,4WuQgT6k,Branch User 144,branch144@instance.com,19,144,,branch
145,My2DiUhg,Branch User 145,branch145@instance.com,19,145,,branch
146,jWkiRJBV,Branch User 146,branch146@instance.com,19,146,,branch
147,6uu8RAR7,Branch User 147,branch147@instance.com,19,147,,branch
148,JBBJkdnD,Branch User 148,branch148@instance.com,20,148,,branch
149,wWJzt9Zi,Branch User 149,branch149@instance.com,20,149,,branch
401,gdt8c3AQ,Branch User 401,branch401@instance.com,20,401,,branch
403,p5cs36wY,Branch User 403,branch403@instance.com,20,403,,branch
404,U65CeyNz,Branch User 404,branch404@instance.com,20,404,,branch
405,EWXN5hpb,Branch User 405,branch405@instance.com,20,405,,branch
113,V56thJWn,আই এইচটি,thana113@instance.com,1,1,113,thana
131,tpc392xv,ইংলিশ মিডিয়াম উত্তরা,thana131@instance.com,1,1,131,thana
130,fXgKfikC,ইংলিশ মিডিয়াম গুলশান,thana130@instance.com,1,1,130,thana
134,3Pkax4SD,উচ্চারণ শিল্পীগোষ্ঠী,thana134@instance.com,1,1,134,thana
121,evipJjab,উত্তরখান,thana121@instance.com,1,1,121,thana
123,8WEiYCNz,উত্তরা পশ্চিম,thana123@instance.com,1,1,123,thana
122,gB9er96t,উত্তরা পূর্ব,thana122@instance.com,1,1,122,thana
109,CmCnRitK,খিলক্ষেত,thana109@instance.com,1,1,109,thana
107,CWcpbY6H,গুলশান,thana107@instance.com,1,1,107,thana
114,QagJmdtW,ডিপিআই,thana114@instance.com,1,1,114,thana
135,F9EfRhht,ডিবেট,thana135@instance.com,1,1,135,thana
137,bpnCv5hY,তুরাগ উত্তর,thana137@instance.com,1,1,137,thana
125,3pdvpAdU,তুরাগ দক্ষিণ,thana125@instance.com,1,1,125,thana
110,2KedMip3,তেজগাঁও,thana110@instance.com,1,1,110,thana
111,QVHfnGQb,তেজগাঁও শিল্পাঞ্চল,thana111@instance.com,1,1,111,thana
119,VWCah3AD,দক্ষিণখান উত্তর,thana119@instance.com,1,1,119,thana
120,frZA6TnD,দক্ষিণখান দক্ষিণ,thana120@instance.com,1,1,120,thana
102,PpBUCpZ7,বনশ্রী,thana102@instance.com,1,1,102,thana
117,ResFiTvv,বনানী,thana117@instance.com,1,1,117,thana
105,KHkktgdG,বাড্ডা উত্তর,thana105@instance.com,1,1,105,thana
106,CRw7FwTX,বাড্ডা দক্ষিণ,thana106@instance.com,1,1,106,thana
118,SmzDbSRJ,বিমানবন্দর,thana118@instance.com,1,1,118,thana
115,EZNizXX8,বুটেক্স,thana115@instance.com,1,1,115,thana
108,XrTfmA3Y,ভাটারা,thana108@instance.com,1,1,108,thana
112,fDkdG2PZ,মাদরাসা জোন,thana112@instance.com,1,1,112,thana
132,gvsreJSJ,মেডিকেল জোন,thana132@instance.com,1,1,132,thana
101,NjSDYyYp,রামপুরা,thana101@instance.com,1,1,101,thana
129,E85AZnUw,শিশুকল্যাণ উত্তরা,thana129@instance.com,1,1,129,thana
128,95CWx8cb,শিশুকল্যাণ গুলশান,thana128@instance.com,1,1,128,thana
116,bREFBuzz,সরকারী তিতুমীর কলেজ,thana116@instance.com,1,1,116,thana
133,tbZ6XZTN,সাংবাদিক ফোরাম,thana133@instance.com,1,1,133,thana
136,VKUkxmSV,সাহিত্য সভা,thana136@instance.com,1,1,136,thana
127,7mKzR4Ct,স্কুল উত্তরা,thana127@instance.com,1,1,127,thana
126,9YEHcHkr,স্কুল তেজগাঁও,thana126@instance.com,1,1,126,thana
104,wVMvHPJJ,হাতিরঝিল পশ্চিম,thana104@instance.com,1,1,104,thana
103,DAWmDuN5,হাতিরঝিল পূর্ব,thana103@instance.com,1,1,103,thana
223,69ny7Kxy,অনুপম,thana223@instance.com,1,2,223,thana
222,DZuXwSFK,ইংলিশ মিডিয়াম,thana222@instance.com,1,2,222,thana
217,GN2sHNaW,ওয়ারী,thana217@instance.com,1,2,217,thana
206,btmq2Xaa,কদমতলী,thana206@instance.com,1,2,206,thana
208,kn8DKR8V,কদমতলী উত্তর,thana208@instance.com,1,2,208,thana
219,bUEi6QgJ,কদমতলী পশ্চিম,thana219@instance.com,1,2,219,thana
216,MueMTW6h,কবি নজরুল,thana216@instance.com,1,2,216,thana
210,36zZCZwq,ক্যাম্পাস,thana210@instance.com,1,2,210,thana
220,xvnZqXwu,গেন্ডারিয়া,thana220@instance.com,1,2,220,thana
201,nFSP48gp,ডেমরা উত্তর,thana201@instance.com,1,2,201,thana
202,dY9XPV52,ডেমরা দক্ষিণ,thana202@instance.com,1,2,202,thana
209,4BVurTyu,দনিয়া কলেজ,thana209@instance.com,1,2,209,thana
224,nzZwWaCK,প্রচার বিভাগ,thana224@instance.com,1,2,224,thana
204,Xw4uXcwN,মাতুয়াইল পূর্ব,thana204@instance.com,1,2,204,thana
203,rVRdXeAu,মাদরাসা,thana203@instance.com,1,2,203,thana
211,2qNMHgmf,মিল্লাত আবাসিক,thana211@instance.com,1,2,211,thana
205,J7ryjww6,যাত্রাবাড়ি পূর্ব,thana205@instance.com,1,2,205,thana
213,9y6hNjnV,যাত্রাবাড়ী,thana213@instance.com,1,2,213,thana
212,W2XSeDER,যাত্রাবাড়ী পশ্চিম,thana212@instance.com,1,2,212,thana
221,iWfbHmgT,শিশুকল্যাণ,thana221@instance.com,1,2,221,thana
218,Kkay3MtX,শ্যামপুর,thana218@instance.com,1,2,218,thana
214,PPaUcYgg,সুত্রাপুর,thana214@instance.com,1,2,214,thana
215,3DKAZpMz,সোহরাওয়ার্দী,thana215@instance.com,1,2,215,thana
207,Tf2Fv4w7,স্কুল,thana207@instance.com,1,2,207,thana
322,Zr2hS3Es,বাংলাদেশ ইসলামী বিশ্ববিদ্যালয়,thana322@instance.com,1,3,322,thana
325,EhvfnXZ4,সাংবাদিক ফেরাম,thana325@instance.com,1,3,325,thana
306,Asf9Vw5B,আদর্শ শাখা,thana306@instance.com,1,3,306,thana
326,PfCftHZG,ইংলিশ,thana326@instance.com,1,3,326,thana
303,kbRrYG5r,কামরাঙ্গিরচর,thana303@instance.com,1,3,303,thana
316,aVYjyQhK,খিলগাঁও,thana316@instance.com,1,3,316,thana
307,NCcP5Zy6,চকবাজার,thana307@instance.com,1,3,307,thana
324,VHePyGaC,জাগরণ,thana324@instance.com,1,3,324,thana
305,K9wUUhCB,ঢাকা আলিয়া,thana305@instance.com,1,3,305,thana
318,wzT6ETqc,দক্ষিন বনশ্রী,thana318@instance.com,1,3,318,thana
301,cZCGNsX6,ধানমন্ডি,thana301@instance.com,1,3,301,thana
309,B6jKQth3,পল্টন,thana309@instance.com,1,3,309,thana
308,VE9DECwm,বংশাল,thana308@instance.com,1,3,308,thana
310,4BMaYYiJ,মতিঝিল,thana310@instance.com,1,3,310,thana
311,QRVhWZBw,মিসবাহুল উলুম মাদরাসা,thana311@instance.com,1,3,311,thana
321,eR5vvEWs,মুগদা,thana321@instance.com,1,3,321,thana
314,mreYUsnu,রমনা,thana314@instance.com,1,3,314,thana
304,pbjxcTCY,লালবাগ,thana304@instance.com,1,3,304,thana
313,CyyHiXNP,শাহজাহানপুর,thana313@instance.com,1,3,313,thana
323,X64F7iXE,শিশু কল্যান,thana323@instance.com,1,3,323,thana
319,QQicsQBA,সবুজবাগ,thana319@instance.com,1,3,319,thana
317,7nrpfp4Y,স্কুল খিলগাঁও,thana317@instance.com,1,3,317,thana
312,BGkxScnu,স্কুল মতিঝিল,thana312@instance.com,1,3,312,thana
320,8Y7Jk575,স্কুল সবুজবাগ,thana320@instance.com,1,3,320,thana
315,wGmUgenc,স্টামফোর্ড ইউনিভার্সিটি,thana315@instance.com,1,3,315,thana
302,UbYvwW6U,হাজারীবাগ,thana302@instance.com,1,3,302,thana
405,6kzV8umy,আদাবর,thana405@instance.com,1,4,405,thana
427,kzm7QFjW,ইংলিশ মিডিয়াম,thana427@instance.com,1,4,427,thana
423,BnMKrjvH,কাফরুল,thana423@instance.com,1,4,423,thana
425,AAhMdKkU,ক্যান্টনমেন্ট,thana425@instance.com,1,4,425,thana
426,Je5xtmRG,জি এইচ এম সি,thana426@instance.com,1,4,426,thana
421,SJaX6Dn4,ডি আই এম সি,thana421@instance.com,1,4,421,thana
416,ydvczwj9,ঢা সা স,thana416@instance.com,1,4,416,thana
407,7v2XMMCx,তেজগাও কলেজ,thana407@instance.com,1,4,407,thana
413,WSrsYhhk,দারুস সালাম,thana413@instance.com,1,4,413,thana
418,KBA4T9vU,পল্লবী,thana418@instance.com,1,4,418,thana
424,hnCCjgSM,ভাষানটেক,thana424@instance.com,1,4,424,thana
411,WUgGWD2B,মডেল বিভাগ,thana411@instance.com,1,4,411,thana
414,BsSnhhmu,মিরপুর পশ্চিম,thana414@instance.com,1,4,414,thana
410,Cg5R4EAb,মিরপুর পূর্ব,thana410@instance.com,1,4,410,thana
404,wwUM9tu4,মোহাম্মদপুর ক্যম্পাস জোন,thana404@instance.com,1,4,404,thana
403,N65aCWwd,মোহাম্মদপুর দক্ষিন,thana403@instance.com,1,4,403,thana
401,JFGKKSNB,মোহাম্মাদপুর উত্তর,thana401@instance.com,1,4,401,thana
417,fSnKJjdc,রুপনগর,thana417@instance.com,1,4,417,thana
415,gjjDRf5R,শাহআলী,thana415@instance.com,1,4,415,thana
406,vzSM52Pz,শিশু কল্যান,thana406@instance.com,1,4,406,thana
409,3QPUTbap,শেরেবাংলা নগর,thana409@instance.com,1,4,409,thana
422,DzHk3ixd,সন্দিপন,thana422@instance.com,1,4,422,thana
412,XUUfwDcw,সরকারী বাঙলা কলেজ,thana412@instance.com,1,4,412,thana
420,WqC9BtgM,স্কুল,thana420@instance.com,1,4,420,thana
513,2s9djApa,আই এফ,thana513@instance.com,1,5,513,thana
527,rvmKwuta,আইলেট,thana527@instance.com,1,5,527,thana
515,36YEH88R,আজিমপুর,thana515@instance.com,1,5,515,thana
517,ymF4YZbK,ই এম,thana517@instance.com,1,5,517,thana
503,AfyHFexN,ই কে হল,thana503@instance.com,1,5,503,thana
523,txHW6yzk,ইউ টি,thana523@instance.com,1,5,523,thana
512,cZbAH8jE,এ এফ,thana512@instance.com,1,5,512,thana
525,tuXqzVx9,একাত্তর পদ্মা,thana525@instance.com,1,5,525,thana
526,xk8DYCG4,একাত্তর যমুনা,thana526@instance.com,1,5,526,thana
521,EiWX7kcy,এনেক্স,thana521@instance.com,1,5,521,thana
506,BTkGfgng,এফ আর হল,thana506@instance.com,1,5,506,thana
501,cxpcZjBr,এফ এইচ হল,thana501@instance.com,1,5,501,thana
507,ApivCDqK,এম এইচ হল,thana507@instance.com,1,5,507,thana
502,VrZsviEJ,এস এইচ হল,thana502@instance.com,1,5,502,thana
504,w2fXBh3N,এস এম হল,thana504@instance.com,1,5,504,thana
522,HngUyHUb,এস এস এফ,thana522@instance.com,1,5,522,thana
508,bkXfftJy,এস এস হল,thana508@instance.com,1,5,508,thana
518,ziYvdYVh,এস কে,thana518@instance.com,1,5,518,thana
509,pdwHZPcY,ক জ হল,thana509@instance.com,1,5,509,thana
519,bBK56SkY,কে এফ,thana519@instance.com,1,5,519,thana
532,8igDNBuH,ক্যাম্পাস,thana532@instance.com,1,5,532,thana
511,7EdcvTJn,জিয়া হল,thana511@instance.com,1,5,511,thana
505,uDCu8Jek,জেড এইচ হল,thana505@instance.com,1,5,505,thana
520,ABEMysAr,প্রবাহ,thana520@instance.com,1,5,520,thana
514,RuZf29NF,বি এফ,thana514@instance.com,1,5,514,thana
510,7FEWKKaE,বি বি হল,thana510@instance.com,1,5,510,thana
516,P7egC7cP,শাহবাগ,thana516@instance.com,1,5,516,thana
524,NNSwPZrD,সি এম এইচ,thana524@instance.com,1,5,524,thana
611,KkXYRiQE,অরণ্য সাহিত্য সংসদ,thana611@instance.com,1,6,611,thana
613,REkiMSFB,ফোরাম,thana613@instance.com,1,6,613,thana
606,Y6KpBRBD,শহীদ আইয়ুব আলী জোন,thana606@instance.com,1,6,606,thana
609,ZD2nZNvx,শহীদ আবুল কাশেম পাঠান জোন,thana609@instance.com,1,6,609,thana
604,TE7Fd9Jw,শহীদ আব্দুল মালেক জোন,thana604@instance.com,1,6,604,thana
603,8GNJB756,শহীদ ইবনুল ইসলাম পারভেজ জোন,thana603@instance.com,1,6,603,thana
612,Ea2mbhTN,শহীদ ইব্রাহীম জোন,thana612@instance.com,1,6,612,thana
601,aVy7nvsJ,শহীদ কামরুল ইসলাম জোন,thana601@instance.com,1,6,601,thana
605,WfsEdyii,শহীদ জোবায়ের হোসেন জোন,thana605@instance.com,1,6,605,thana
610,gTGQZafg,শহীদ মাসুদ বিন হাবিব জোন,thana610@instance.com,1,6,610,thana
608,Ga4mwZ8R,শহীদ মুজাহিদুল ইসলাম জোন,thana608@instance.com,1,6,608,thana
602,YJAJeCYJ,শহীদ শরীফুজ্জামান নোমানী জোন,thana602@instance.com,1,6,602,thana
615,ApuXH7tc,শহীদ শহিদুল্লাহ তুষার জোন,thana615@instance.com,1,6,615,thana
614,yBsfniDc,শহীদ শীষ মুহাম্মদ জোন,thana614@instance.com,1,6,614,thana
607,xhPQwKFK,শহীদ সাব্বির আহমেদ জোন,thana607@instance.com,1,6,607,thana
616,yAJVs7Rt,সিডিপি,thana616@instance.com,1,6,616,thana
707,kE5ndKSg,আই ই আর থানা,thana707@instance.com,1,7,707,thana
704,b94Ku4xU,আইন আনুষদ,thana704@instance.com,1,7,704,thana
720,hreg9TZH,আদর্শ থানা,thana720@instance.com,1,7,720,thana
719,xxkmQfnx,আধুনিক থানা,thana719@instance.com,1,7,719,thana
717,MZwjGHkX,ইংলিশ মিডিয়াম,thana717@instance.com,1,7,717,thana
718,kbuMMGip,ইউ আর এফ,thana718@instance.com,1,7,718,thana
701,Q3MUP98f,কলা অনুষদ,thana701@instance.com,1,7,701,thana
709,8WWYvNWh,কোতোয়ালি থানা,thana709@instance.com,1,7,709,thana
708,pcq4ef7S,ক্যাম্পাস থানা,thana708@instance.com,1,7,708,thana
715,mBMTq4A9,নিমন্ত্রণ সাংস্কৃতিক সংসদ,thana715@instance.com,1,7,715,thana
703,jVWCRc2G,বিজ্ঞান অনুষদ,thana703@instance.com,1,7,703,thana
705,a3vVS4am,ব্যবসায় শিক্ষা অনুষদ,thana705@instance.com,1,7,705,thana
706,mM4kXd5c,লাইফ এন্ড আর্থ সাইন্স আনুষদ,thana706@instance.com,1,7,706,thana
710,YDCH7fc4,শহী আব্দুল্লা আল ফয়সাল জোন,thana710@instance.com,1,7,710,thana
712,jMnFVk56,শহীদ আব্দুল মালেক জোন,thana712@instance.com,1,7,712,thana
711,4qg444Ea,শহীদ আব্দু্ল খালেক জোন,thana711@instance.com,1,7,711,thana
716,tJ6bMKZY,শিক্ষা সেন্টার,thana716@instance.com,1,7,716,thana
714,xJPrqvGb,সবুজ মালা (শিশু বিভাগ),thana714@instance.com,1,7,714,thana
702,FaRSjm7u,সামাজিক বিজ্ঞান অনুষদ,thana702@instance.com,1,7,702,thana
713,FZanGGeb,স্কুল বিভাগ,thana713@instance.com,1,7,713,thana
806,CJmXKnG7,AIUB,thana806@instance.com,2,8,806,thana
814,KCckx4yd,AUST,thana814@instance.com,2,8,814,thana
830,pkbguH3w,AVASH,thana830@instance.com,2,8,830,thana
810,4CSghNME,DIU,thana810@instance.com,2,8,810,thana
812,4wE8F3Vy,EWU,thana812@instance.com,2,8,812,thana
811,TVHTpJCf,GP,thana811@instance.com,2,8,811,thana
808,9CiABfXy,IUB,thana808@instance.com,2,8,808,thana
801,tNg28Akc,IUBAT,thana801@instance.com,2,8,801,thana
815,PQWiN4iQ,NSUE,thana815@instance.com,2,8,815,thana
807,Q64bHySB,NSUHA,thana807@instance.com,2,8,807,thana
804,2muuqPdH,NUB,thana804@instance.com,2,8,804,thana
805,yCK3qmw3,PP,thana805@instance.com,2,8,805,thana
840,hakvxdYh,SARGAM (CF),thana840@instance.com,2,8,840,thana
813,NcwUyKNS,SEU,thana813@instance.com,2,8,813,thana
803,YcsCbvT4,TP,thana803@instance.com,2,8,803,thana
802,wcMGQJY9,UP,thana802@instance.com,2,8,802,thana
809,qaqFbs3B,VP,thana809@instance.com,2,8,809,thana
930,Uf2mXyw3,আন্তর্জাতিক হল,thana930@instance.com,2,9,930,thana
923,QTuRC6fg,একাডেমিক,thana923@instance.com,2,9,923,thana
913,AnWagf29,কলা অনুষদ,thana913@instance.com,2,9,913,thana
919,VNnsHqxQ,কলাবাগান পশ্চিম,thana919@instance.com,2,9,919,thana
918,WAhdKdSg,কলাবাগান পূর্ব,thana918@instance.com,2,9,918,thana
921,Pg4vrMq8,কলেজ জোন,thana921@instance.com,2,9,921,thana
910,XhhuKdWR,ক্যাম্পাস,thana910@instance.com,2,9,910,thana
920,kXa7tFFd,গবঃ ল্যাব স্কুল,thana920@instance.com,2,9,920,thana
922,KWrbgDKB,ঢাকা সিটি কলেজ,thana922@instance.com,2,9,922,thana
917,FFS9ry6S,নিউমার্কেট উত্তর,thana917@instance.com,2,9,917,thana
929,qVcsF4Kq,নিউমার্কেট দক্ষিণ,thana929@instance.com,2,9,929,thana
925,uny8EjPD,পাঠশালা,thana925@instance.com,2,9,925,thana
